Typical Values,Per 100g,Per Portion (30 g),item name,100 g,30 g,(per 100g),(cooked as instructions) per 100g,(cooked as instructions) per tart,%RI,your RI*,per 100g,per 30g portion,per 30g portion %RI,Per 100ml,Per 200ml,per slice (approx. 21g),per slice (approx. 38g),per slice (approx. 14g),per 100g:,per 100 ml,per portion (40g),Per 85g pot,per sausage roll,per portion %RI,your RI* ,(as consumed) per 100g,(as consumed) per 1/4 flatbread (approx. 66g),Per 150ml (%*),(drained) per 100g,(drained) per 30g portion,p.100 g,per slice (20g),per 10g portion,Per 85g serving,(Per 100g),per slice (25g),per 100 ml :,Per 74g serving (2 tubes),Per 100 g,%RI*,per 100 g,Per pot,(as consumed) per 1/2 pack (210g),(as sold) Per 100g,(as sold) Per 1/4 pack,per slice (30g),per pie,(oven cooked) per 100g,(oven cooked) per pack,Per 150g serving,(as consumed) per 6 sausages (approx. 49g),your RI**,Per Mini Babybel®, per 100g,(as consumed) per 1/2 pizza (212g),per slice (40g),(as consumed) per 1/2 pizza (232g),(microwaved) per 100g,(microwaved) per pack,(as consumed) 2 skewers (20g),Per Portion (83.4 g),Reference Intakes*,per éclair,100ml,150ml,74g (2 tubes),(microwaved) per 1/2 pot (175g),(as consumed) per 1/2 pizza (206g),Per tub (45 g),%* / Per tub (45 g),per serving (120g),% RI+ (120g),Per 90g pot,per 100,(as consumed) per 1/2 pizza (209g),per 1/4 pack (approx. 33g),per 1/4 pie (80g),Per Pack (22.5g),(as sold) per 100g,(as sold) per 1/2 pot (175g),per 100g (cooked),per 1/4 pack (240g) serving (cooked),per 1/4 pack (240g) serving (cooked) %RI,per 1/4 tub (63g),per slice (10g),(as consumed) per 1/4 flatbread (approx. 71g),(as consumed) per 1/4 pack (240g),per 1/4 pack (240g) %RI,Per 94g (2 pots),Per 16g mini bag,Per skewer (10g),per slice (approx. 16g),your RI,per roll,Per 30g,(as sold) per 6 sausages (approx. 49g),you RI**,per savoury egg (12g),per savoury egg (12g) %RI,(as consumed) per 1/2 pizza  (212g),Per Serving,% RI*,per 1/3 pack (40g),Per 1/3 pot (150g)
Carbohydrate ,,,M Carvery Roast Beef 4 Slices  100g,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,,,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,M Carvery Roast Beef 4 Slices  100g,,,,,,<1%,90g,0.2g,,,,,,,,,,,,,,,,,,,,,,,,,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,M Carvery Roast Beef 4 Slices  100g,,,,,,,,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,M Carvery Roast Beef 4 Slices  100g,,,,,,,,23.7g,,,,,,,,,,,,,,,,,,,,,,,,,5.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,M Carvery Roast Beef 4 Slices  100g,,,,,,5%,6g,1.16g,,,,,,,,,,,,,,,,,,,,,,,,,0.29g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,M Carvery Roast Beef 4 Slices  100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 4 portions,,,M Carvery Roast Beef 4 Slices  100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,172 kJ/41 kcal,,,,,,,,,,,,,,258 kJ/62 kcal (3%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,0g,,,,,,,,,,,,,,0g (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,0g,,,,,,,,,,,,,,0g (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,9.3g,,,,,,,,,,,,,,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars†,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,8.4g,,,,,,,,,,,,,,13g (14%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,0.8g,,,,,,,,,,,,,,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,0.8g,,,,,,,,,,,,,,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,0g,,,,,,,,,,,,,,0g (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin C ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,24 mg (30%*),,,,,,,,,,,,,,36mg (45%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potassium ,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,190 mg (10%*),,,,,,,,,,,,,,285mg (14%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
† Contains naturally occurring sugars,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference Intake of an average adult (8400kJ/2000kcal),,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 serving = 150ml. This pack contains 9-10 servings,,,Tropicana Original Orange Juice With Bits 1.4L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193 kJ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1 g*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin D ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1 µg (22%**),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riboflavin,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21 mg (15%**),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38 µg (15%**),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 mg (15%**),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iodine ,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5 µg (15%**),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Natural sugars from oats,,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
**Of the Nutrient Reference Values (NRVs),,,Oatly Long Life Original Oat Milk Alternative 1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,1348kJ/327kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,32.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,7.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,5.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,2.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,0.48g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typical Values,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,per 100g:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,1412kJ/343kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,35.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,5.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,4.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,0.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typical Values,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,per 100g:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,1390kJ/337kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,33.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,1.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,0.79g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typical Values,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,per 100g:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,870kJ/210kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,19g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,6.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,7.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,4.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,Morrisons Party Dip Mix 4 x 125g,,,,,,,,,,,,,,,,0.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,385kJ/91kcal,,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285kJ/68kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,2.7 g,,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates ,1.8 g,,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,12.0 g,,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars ,10.8 g,,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,3.7 g,,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,0.15 g,,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium ,162 mg (20% RI*),,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 mg (15% RI*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin D ,3.4 µg (68% RI*),,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 µg (50% RI*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* RI: Reference Intake ,,,"Frubes Strawberry, Peach & Red Berry 9 x 37g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323 kJ/76 kcal,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 g,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 g,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 g,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 g,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0 g,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8 g,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10 g,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 mg,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B6 ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21 mg,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin D ,,,Actimel Strawberry Yogurt Drink 8 x 100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75 µg,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
